Cyanocorax morio,204.0,B
Cyanocorax mystacalis,154.4,B
Cyanocorax sanblasianus,109.0,B
Cyanocorax violaceus,262.0,B
Cyanocorax yncas,78.5,B
Cyanocorax yucatanicus,118.0,B
Cyanolanius madagascarinus,22.3,B
Cyanolimnas cerverai,175.0,B
Cyanoliseus patagonus,277.88,B
Cyanoloxia glaucocaerulea,18.2,B
Cyanolyca argentigula,200.0,B
Cyanolyca armillata,200.0,B
Cyanolyca cucullata,101.33,B
Cyanolyca mirabilis,52.4,B
Cyanolyca nana,41.0,B
Cyanolyca pulchra,103.97,B
Cyanolyca pumilo,47.0,B
Cyanolyca turcosa,103.97,B
Cyanolyca viridicyanus,119.79,B
Cyanophaia bicolor,4.5,B
Cyanopica cyanus,95.91,B
Cyanopsitta spixii,200.0,B
Cyanoptila cyanomelana,22.5,B
Cyanoramphus auriceps,45.64,B
Cyanoramphus cookii,90.22,B
Cyanoramphus forbesi,90.1,B
Cyanoramphus malherbi,46.7,B
Cyanoramphus novaezelandiae,90.22,B
Cyanoramphus saisseti,90.22,B
Cyanoramphus unicolor,149.03,B
Cyclanorbis elegans,17947.0,R
Cyclanorbis senegalensis,11092.0,R
Cyclarhis gujanensis,28.8,B
Cyclarhis nigrirostris,31.9,B
Cyclemys atripons,1923.0,R
Cyclemys dentata,1387.0,R
Cyclemys enigmatica,1901.0,R
Cyclemys fusca,2065.0,R
Cyclemys gemeli,1832.0,R
Cyclemys oldhamii,2366.0,R
Cyclemys pulchristriata,1726.0,R
Cyclocorus lineatus,20.0,R
Cyclocorus nuchalis,15.0,R
Cycloderma aubryi,18750.0,R
Cycloderma frenatum,14962.0,R
Cyclodomorphus branchialis,39.0,R
Cyclodomorphus casuarinae,129.0,R
Cyclodomorphus celatus,40.0,R
Cyclodomorphus maxima,326.0,R
Cyclodomorphus melanops,53.0,R
Cyclodomorphus michaeli,129.0,R
Cyclodomorphus praealtus,45.0,R
Cyclodomorphus venustus,23.0,R
Cyclopes didactylus,282.816666667,M
Cyclophiops doriae,92.0,R
Cyclophiops hamptoni,139.0,R
Cyclophiops herminae,78.0,R
Cyclophiops major,186.0,R
Cyclophiops multicinctus,139.0,R
Cyclophiops semicarinatus,67.0,R
Cyclopsitta diophthalma,41.84,B
Cyclopsitta gulielmitertii,31.0,B
Cycloramphus Izecksohni,5.25473436198,A
Cycloramphus acangatan,6.12888454514,A
Cycloramphus asper,7.48466684226,A
Cycloramphus bandeirensis,3.21382707891,A
Cycloramphus bolitoglossus,4.41871548234,A
Cycloramphus boraceiensis,8.72165131797,A
Cycloramphus brasiliensis,14.063282126,A
Cycloramphus carvalhoi,9.50173027244,A
Cycloramphus catarinensis,4.30428969732,A
Cycloramphus cedrensis,6.55302704881,A
Cycloramphus diringshofeni,2.86982000359,A
Cycloramphus dubius,9.05623057007,A
Cycloramphus duseni,5.25473436198,A
Cycloramphus eleutherodactylus,8.54369424623,A
Cycloramphus faustoi,10.1,A
Cycloramphus fuliginosus,10.1187353836,A
Cycloramphus granulosus,5.88881055522,A
Cycloramphus juimirim,4.20990223128,A
Cycloramphus lutzorum,8.46790024683,A
Cycloramphus migueli,4.86898867487,A
Cycloramphus mirandaribeiroi,11.3157697603,A
Cycloramphus ohausi,4.76954085756,A
Cycloramphus organensis,3.24744162774,A
Cycloramphus rhyakonastes,8.06848148544,A
Cycloramphus semipalmatus,6.75809286397,A
Cycloramphus stejnegeri,7.96989878219,A
Cycloramphus valae,4.45713798037,A
Cyclotyphlops deharvengi,1.0,R
Cyclura carinata,5610.0,R
Cyclura collei,3334.0,R
Cyclura cornuta,11015.0,R
Cyclura cychlura,11803.0,R
Cyclura lewisi,7015.0,R
Cyclura nubila,17660.0,R
Cyclura pinguis,7413.0,R
Cyclura ricordi,4831.0,R
Cyclura rileyi,2624.0,R
Cygnus atratus,5623.16,B
Cygnus buccinator,11071.13,B
Cygnus columbianus,6377.96,B
Cygnus cygnus,9349.99,B
Cygnus melancoryphus,4711.68,B
Cygnus olor,10682.04,B
Cylindrophis aruensis,14.0,R
Cylindrophis boulengeri,82.0,R
Cylindrophis engkariensis,57.0,R
Cylindrophis isolepis,41.0,R
Cylindrophis lineatus,438.0,R
Cylindrophis maculatus,22.0,R
Cylindrophis melanotus,179.0,R
Cylindrophis opisthorhodus,17.0,R
Cylindrophis ruffus,461.0,R
Cylindrophis yamdena,121.0,R
Cymbilaimus lineatus,35.8,B
Cymbilaimus sanctaemariae,28.7,B
Cymbirhynchus macrorhynchos,59.4,B
Cynanthus latirostris,3.1,B
Cynanthus sordidus,4.0,B
Cynictis penicillata,741.473333333,M
Cynisca bifrontalis,1.0,R
Cynisca chirioi,17.0,R
Cynisca degrysi,0.0,R
Cynisca feae,2.0,R
Cynisca gansi,1.0,R
Cynisca haugi,1.0,R
Cynisca kigomensis,2.0,R
Cynisca kraussi,2.0,R
Cynisca leonina,1.0,R
Cynisca leucura,10.0,R
Cynisca liberiensis,1.0,R
Cynisca manei,1.0,R
Cynisca muelleri,2.0,R
Cynisca nigeriensis,2.0,R
Cynisca oligopholis,1.0,R
Cynisca rouxae,1.0,R
Cynisca schaeferi,4.0,R
Cynisca senegalensis,1.0,R
Cynisca williamsi,2.0,R
Cynocephalus variegatus,1110.0,M
Cynocephalus volans,1250.0,M
Cynogale bennettii,4332.19,M
Cynomops abrasus,35.39,M
Cynomops greenhalli,15.87,M
Cynomops mexicanus,17.21,M
Cynomops paranus,12.16,M
Cynomops planirostris,12.84,M
Cynomys gunnisoni,840.31,M
Cynomys leucurus,945.416666667,M
Cynomys ludovicianus,986.016666667,M
Cynomys mexicanus,899.99,M
Cynomys parvidens,899.99,M
Cynops ensicauda,59.3096472046,A
Cynops pyrrhogaster,6.7,A
Cynopterus brachyotis,32.84,M
Cynopterus horsfieldi,55.9,M
Cynopterus horsfieldii,56.01,M
Cynopterus luzoniensis,40.3,M
Cynopterus minutus,26.45,M
Cynopterus nusatenggara,36.44,M
Cynopterus sphinx,44.2233333333,M
Cynopterus titthaecheilus,59.02,M
Cyornis banyumas,14.5,B
Cyornis caerulatus,22.49,B
Cyornis concretus,44.82,B
Cyornis hainanus,26.84,B
Cyornis herioti,19.62,B
Cyornis hoevelli,27.25,B
Cyornis hyacinthinus,31.76,B
Cyornis lemprieri,21.5,B
Cyornis magnirostris,14.5,B
Cyornis omissus,18.0,B
Cyornis pallipes,19.0,B
Cyornis poliogenys,36.67,B
Cyornis rubeculoides,14.2,B
Cyornis ruckii,36.67,B
Cyornis rufigastra,18.3,B
Cyornis sanfordi,25.14,B
Cyornis superbus,27.25,B
Cyornis tickelliae,16.21,B
Cyornis turcosus,21.22,B
Cyornis unicolor,21.0,B
Cyphorhinus arada,20.9,B
Cyphorhinus phaeocephalus,24.6,B
Cyphorhinus thoracicus,31.28,B
Cypseloides cherriei,22.1,B
Cypseloides cryptus,34.54,B
Cypseloides fumigatus,41.95,B
Cypseloides lemosi,28.1,B
Cypseloides niger,39.67,B
Cypseloides rothschildi,44.68,B
Cypseloides senex,82.25,B
Cypseloides storeri,39.5,B
Cypsiurus balasiensis,9.11,B
Cypsiurus parvus,13.6,B
Cypsnagra hirundinacea,31.4,B
Cyrtodactylus aaroni,19.0,R
Cyrtodactylus adleri,7.0,R
Cyrtodactylus adorus,34.0,R
Cyrtodactylus aequalis,14.0,R
Cyrtodactylus agusanensis,22.0,R
Cyrtodactylus albofasciatus,9.0,R
Cyrtodactylus angularis,17.0,R
Cyrtodactylus annandalei,4.0,R
Cyrtodactylus annulatus,10.0,R
Cyrtodactylus arcanus,15.0,R
Cyrtodactylus astrum,24.0,R
Cyrtodactylus aurensis,19.0,R
Cyrtodactylus auribalteatus,18.0,R
Cyrtodactylus australotitiwangsaensis,32.0,R
Cyrtodactylus ayeyarwadyensis,10.0,R
Cyrtodactylus badenensis,8.0,R
Cyrtodactylus baluensis,18.0,R
Cyrtodactylus batik,28.0,R
Cyrtodactylus batucolus,9.0,R
Cyrtodactylus bichnganae,19.0,R
Cyrtodactylus bidoupimontis,13.0,R
Cyrtodactylus bintangrendah,28.0,R
Cyrtodactylus bintangtinggi,26.0,R
Cyrtodactylus biordinis,16.0,R
Cyrtodactylus boreoclivus,24.0,R
Cyrtodactylus brevidactylus,13.0,R
Cyrtodactylus brevipalmatus,8.0,R
Cyrtodactylus buchardi,6.0,R
Cyrtodactylus bugiamapensis,10.0,R
Cyrtodactylus caovansungi,16.0,R
Cyrtodactylus capreoloides,12.0,R
Cyrtodactylus cattienensis,7.0,R
Cyrtodactylus cavernicolus,11.0,R
Cyrtodactylus celatus,1.0,R
Cyrtodactylus chanhomeae,10.0,R
Cyrtodactylus chauquangensis,19.0,R
Cyrtodactylus chrysopylos,10.0,R
Cyrtodactylus collegalensis,4.0,R
Cyrtodactylus condorensis,11.0,R
Cyrtodactylus consobrinoides,3.0,R
Cyrtodactylus consobrinus,35.0,R
Cyrtodactylus cracens,22.0,R
Cyrtodactylus cryptus,15.0,R
Cyrtodactylus cucdongensis,6.0,R
Cyrtodactylus cucphuongensis,17.0,R
Cyrtodactylus darmandvillei,13.0,R
Cyrtodactylus dati,7.0,R
Cyrtodactylus deccanensis,12.0,R
Cyrtodactylus derongo,32.0,R
Cyrtodactylus deveti,22.0,R
Cyrtodactylus doisuthep,14.0,R
Cyrtodactylus dumnuii,12.0,R
Cyrtodactylus durio,10.0,R
Cyrtodactylus edwardtaylori,17.0,R
Cyrtodactylus eisenmanae,14.0,R
Cyrtodactylus elok,11.0,R
Cyrtodactylus epiroticus,43.0,R
Cyrtodactylus erythrops,10.0,R
Cyrtodactylus fasciolatum,11.0,R
Cyrtodactylus feae,2.0,R
Cyrtodactylus fraenatus,19.0,R
Cyrtodactylus fumosus,9.0,R
Cyrtodactylus gansi,5.0,R
Cyrtodactylus gordongekkoi,8.0,R
Cyrtodactylus grismeri,17.0,R
Cyrtodactylus guakanthanensis,11.0,R
Cyrtodactylus gubaot,19.0,R
Cyrtodactylus gubernatoris,3.0,R
Cyrtodactylus halmahericus,8.0,R
Cyrtodactylus hikidai,20.0,R
Cyrtodactylus hontreensis,14.0,R
Cyrtodactylus hoskini,26.0,R
Cyrtodactylus huongsonensis,14.0,R
Cyrtodactylus huynhi,10.0,R
Cyrtodactylus ingeri,10.0,R
Cyrtodactylus interdigitalis,10.0,R
Cyrtodactylus intermedius,15.0,R
Cyrtodactylus inthanon,13.0,R
Cyrtodactylus irianjayaensis,85.0,R
Cyrtodactylus irregularis,14.0,R
Cyrtodactylus jaegeri,7.0,R
Cyrtodactylus jambangan,11.0,R
Cyrtodactylus jarakensis,6.0,R
Cyrtodactylus jarujini,14.0,R
Cyrtodactylus jelawangensis,31.0,R
Cyrtodactylus jellesmae,10.0,R
Cyrtodactylus jeyporensis,5.0,R
Cyrtodactylus khasiensis,14.0,R
Cyrtodactylus khelangensis,17.0,R
Cyrtodactylus kimberleyensis,2.0,R
Cyrtodactylus kingsadai,16.0,R
Cyrtodactylus klugei,51.0,R
Cyrtodactylus kunyai,13.0,R
Cyrtodactylus laevigatus,2.0,R
Cyrtodactylus langkawiensis,19.0,R
Cyrtodactylus lateralis,12.0,R
Cyrtodactylus leegrismeri,15.0,R
Cyrtodactylus lekaguli,21.0,R
Cyrtodactylus lomyenensis,7.0,R
Cyrtodactylus loriae,65.0,R
Cyrtodactylus louisiadensis,46.0,R
Cyrtodactylus macrotuberculatus,32.0,R
Cyrtodactylus majulah,7.0,R
Cyrtodactylus malayanus,30.0,R
Cyrtodactylus malcolmsmithi,4.0,R
Cyrtodactylus mamanwa,15.0,R
Cyrtodactylus mandalayensis,5.0,R
Cyrtodactylus markuscombaii,8.0,R
Cyrtodactylus marmoratus,11.0,R
Cyrtodactylus martini,17.0,R
Cyrtodactylus martinstolli,11.0,R
Cyrtodactylus matsuii,22.0,R
Cyrtodactylus mcdonaldi,22.0,R
Cyrtodactylus medioclivus,21.0,R
Cyrtodactylus metropolis,11.0,R
Cyrtodactylus mimikanus,21.0,R
Cyrtodactylus minor,8.0,R
Cyrtodactylus murua,27.0,R
Cyrtodactylus nebulosus,3.0,R
Cyrtodactylus nepalensis,8.0,R
Cyrtodactylus nigriocularis,23.0,R
Cyrtodactylus novaeguineae,85.0,R
Cyrtodactylus nuaulu,14.0,R
Cyrtodactylus oldhami,9.0,R
Cyrtodactylus pageli,14.0,R
Cyrtodactylus pantiensis,9.0,R
Cyrtodactylus papilionoides,16.0,R
Cyrtodactylus papuensis,7.0,R
Cyrtodactylus paradoxus,12.0,R
Cyrtodactylus payacola,7.0,R
Cyrtodactylus peguensis,12.0,R
Cyrtodactylus philippinicus,18.0,R
Cyrtodactylus phongnhakebangensis,21.0,R
Cyrtodactylus phuketensis,28.0,R
Cyrtodactylus phuocbinhensis,5.0,R
Cyrtodactylus phuquocensis,13.0,R
Cyrtodactylus pronarus,41.0,R
Cyrtodactylus pseudoquadrivirgatus,13.0,R
Cyrtodactylus pubisulcus,9.0,R
Cyrtodactylus puhuensis,10.0,R
Cyrtodactylus pulchellus,35.0,R
Cyrtodactylus quadrivirgatus,9.0,R
Cyrtodactylus ramboda,19.0,R
Cyrtodactylus ranongensis,5.0,R
Cyrtodactylus redimiculus,16.0,R
Cyrtodactylus robustus,71.0,R
Cyrtodactylus roesleri,9.0,R
Cyrtodactylus rubidus,10.0,R
Cyrtodactylus russelli,29.0,R
Cyrtodactylus sadleiri,13.0,R
Cyrtodactylus saiyok,5.0,R
Cyrtodactylus salomonensis,50.0,R
Cyrtodactylus samroiyot,6.0,R
Cyrtodactylus sanook,10.0,R
Cyrtodactylus semenanjungensis,7.0,R
Cyrtodactylus semiadii,2.0,R
Cyrtodactylus seribuatensis,9.0,R
Cyrtodactylus sermowaiensis,16.0,R
Cyrtodactylus serratus,70.0,R
Cyrtodactylus sharkari,19.0,R
Cyrtodactylus slowinskii,24.0,R
Cyrtodactylus soba,22.0,R
Cyrtodactylus spinosus,11.0,R
Cyrtodactylus stresemanni,17.0,R
Cyrtodactylus subsolanus,22.0,R
Cyrtodactylus sumonthai,11.0,R
Cyrtodactylus sumuroi,12.0,R
Cyrtodactylus surin,10.0,R
Cyrtodactylus sworderi,10.0,R
Cyrtodactylus takouensis,11.0,R
Cyrtodactylus tamaiensis,14.0,R
Cyrtodactylus tautbatorum,7.0,R
Cyrtodactylus taynguyenensis,12.0,R
Cyrtodactylus tebuensis,12.0,R
Cyrtodactylus teyniei,14.0,R
Cyrtodactylus thirakhupti,10.0,R
Cyrtodactylus thochuensis,13.0,R
Cyrtodactylus thuongae,9.0,R
Cyrtodactylus tibetanus,3.0,R
Cyrtodactylus tigroides,12.0,R
Cyrtodactylus timur,32.0,R
Cyrtodactylus tiomanensis,13.0,R
Cyrtodactylus triedrus,5.0,R
Cyrtodactylus trilatofasciatus,33.0,R
Cyrtodactylus tripartitus,56.0,R
Cyrtodactylus tuberculatus,48.0,R
Cyrtodactylus variegatus,7.0,R
Cyrtodactylus vilaphongi,13.0,R
Cyrtodactylus wakeorum,6.0,R
Cyrtodactylus wallacei,27.0,R
Cyrtodactylus wangkulangkulae,8.0,R
Cyrtodactylus wayakonei,15.0,R
Cyrtodactylus wetariensis,7.0,R
Cyrtodactylus yakhuna,3.0,R
Cyrtodactylus yangbayensis,15.0,R
Cyrtodactylus yoshii,21.0,R
Cyrtodactylus zhaoermii,5.0,R
Cyrtodactylus ziegleri,16.0,R
Cyrtodactylus zugi,69.0,R
Cyrtonyx montezumae,185.38,B
Cyrtonyx ocellatus,199.18,B
Cyrtopodion agamuroides,3.0,R
Cyrtopodion aravallensis,3.0,R
Cyrtopodion baigii,2.0,R
Cyrtopodion battalense,6.0,R
Cyrtopodion belaense,2.0,R
Cyrtopodion brevipes,2.0,R
Cyrtopodion dattanense,5.0,R
Cyrtopodion fortmunroi,3.0,R
Cyrtopodion gastrophole,3.0,R
Cyrtopodion golubevi,4.0,R
Cyrtopodion himalayanum,9.0,R
Cyrtopodion hormozganum,2.0,R
Cyrtopodion indusoani,3.0,R
Cyrtopodion kachhense,3.0,R
Cyrtopodion kiabii,2.0,R
Cyrtopodion kirmanense,3.0,R
Cyrtopodion kohsulaimanai,4.0,R
Cyrtopodion lawderanum,4.0,R
Cyrtopodion medogense,1.0,R
Cyrtopodion montiumsalsorum,2.0,R
Cyrtopodion persepolense,3.0,R
Cyrtopodion potoharense,3.0,R
Cyrtopodion rhodocauda,6.0,R
Cyrtopodion rohtasfortai,3.0,R
Cyrtopodion scabrum,6.0,R
Cyrtopodion sistanense,4.0,R
Cyrtopodion watsoni,3.0,R
Cystophora cristata,282076.77,M
Cyttarops alecto,5.3,M
Daboia deserti,2046.0,R
Daboia mauritanica,2931.0,R
Daboia palaestinae,1694.0,R
Daboia russelii,3119.0,R
Daboia siamensis,1694.0,R
Dacelo gaudichaud,143.0,B
Dacelo leachii,307.98,B
Dacelo novaeguineae,333.8,B
Dacelo tyro,145.9,B
Dacnis albiventris,11.2,B
Dacnis berlepschi,12.75,B
Dacnis cayana,13.0,B
Dacnis egregia,11.0,B
Dacnis flaviventer,13.0,B
Dacnis hartlaubi,5.08,B
Dacnis lineata,11.0,B
Dacnis nigripes,14.0,B
Dacnis venusta,16.1,B
Dacnis viguieri,12.75,B
Dacnomys millardi,73.99,M
Dactylocnemis pacificus,20.0,R
Dactylomys boliviensis,728.866666667,M
Dactylomys dactylinus,649.99,M
Dactylomys peruanus,382.0,M
Dactylopsila megalura,277.74,M
Dactylopsila palpator,379.623333333,M
Dactylopsila tatei,252.0,M
Dactylopsila trivirgata,413.313333333,M
Dactylortyx thoracicus,201.75,B
Dalmatolacerta oxycephala,8.0,R
Dalophia angolensis,40.0,R
Dalophia ellenbergeri,73.0,R
Dalophia gigantea,583.0,R
Dalophia longicauda,172.0,R
Dalophia luluae,11.0,R
Dalophia pistillum,232.0,R
Dama dama,55266.5366667,M
Dama mesopotamica,74400.0,M
Damaliscus hunteri,78600.0,M
Damaliscus korrigum,127194.87,M
Damaliscus lunatus,134333.556667,M
Damaliscus pygargus,85494.85,M
Damaliscus superstes,120837.92,M
Damophila julie,3.3,B
Daphoenositta chrysoptera,11.7,B
Daphoenositta miranda,16.77,B
Daption capense,429.62,B
Daptrius ater,351.75,B
Darevskia alpina,7.0,R
Darevskia armeniaca,9.0,R
Darevskia bendimahiensis,6.0,R
Darevskia bithynica,7.0,R
Darevskia brauneri,8.0,R
Darevskia caspica,7.0,R
Darevskia caucasica,7.0,R
Darevskia chlorogaster,9.0,R
Darevskia clarkorum,8.0,R
Darevskia daghestanica,5.0,R
Darevskia dahli,6.0,R
Darevskia defilippii,5.0,R
Darevskia derjugini,6.0,R
Darevskia dryada,9.0,R
Darevskia kamii,7.0,R
Darevskia kopetdaghica,4.0,R
Darevskia lindholmi,10.0,R
Darevskia mixta,6.0,R
Darevskia parvula,6.0,R
Darevskia pontica,5.0,R
Darevskia portschinskii,7.0,R
Darevskia praticola,7.0,R
Darevskia raddei,10.0,R
Darevskia rostombekowi,5.0,R
Darevskia rudis,16.0,R
Darevskia sapphirina,4.0,R
Darevskia saxicola,16.0,R
Darevskia schaekeli,4.0,R
Darevskia steineri,8.0,R
Darevskia unisexualis,9.0,R
Darevskia uzzelli,5.0,R
Darevskia valentini,12.0,R
Dasia griffini,36.0,R
Dasia grisea,50.0,R
Dasia haliana,13.0,R
Dasia johnsinghi,16.0,R
Dasia nicobarensis,20.0,R
Dasia olivacea,80.0,R
Dasia semicincta,50.0,R
Dasia subcaerulea,15.0,R
Dasia vittata,19.0,R
Dasycercus byrnei,112.0,M
Dasycercus cristicauda,100.18,M
Dasycrotapha speciosa,16.43,B
Dasykaluta rosamondae,31.24,M
Dasymys alleni,102.35,M
Dasymys cabrali,102.35,M
Dasymys foxi,116.59,M
Dasymys incomtus,131.35,M
Dasymys montanus,82.0,M
Dasymys nudipes,100.18,M
Dasymys rufulus,82.99,M
Dasymys rwandae,102.35,M
Dasymys sua,102.35,M
Dasyornis brachypterus,41.8,B
Dasyornis broadbenti,67.9,B
Dasyornis longirostris,32.7,B
Dasypeltis abyssina,6.0,R
Dasypeltis atra,149.0,R
Dasypeltis confusa,117.0,R
Dasypeltis fasciata,167.0,R
Dasypeltis gansi,123.0,R
Dasypeltis inornata,117.0,R
Dasypeltis latericia,67.0,R
Dasypeltis medici,117.0,R
Dasypeltis palmarum,149.0,R
Dasypeltis parascabra,33.0,R
Dasypeltis sahelensis,35.0,R
Dasypeltis scabra,171.0,R
Dasypops schirchi,9.92922229708,A
Dasyprocta azarae,2755.6,M
Dasyprocta coibae,2660.13,M
Dasyprocta cristata,2650.02,M
Dasyprocta fuliginosa,3500.01333333,M
Dasyprocta guamara,2650.02,M
Dasyprocta kalinowskii,2650.02,M
Dasyprocta leporina,3016.67,M
Dasyprocta mexicana,4999.99666667,M
Dasyprocta prymnolopha,2900.00333333,M
Dasyprocta punctata,2431.36666667,M
Dasyprocta ruatanica,2857.13,M
Dasypus hybridus,1500.0,M
Dasypus kappleri,9634.27666667,M
Dasypus novemcinctus,4050.93,M
Dasypus pilosus,4443.32,M
Dasypus sabanicola,1150.00666667,M
Dasypus septemcinctus,1527.76333333,M
Dasypus yepesi,2785.87,M
Dasyuroides byrnei,109.47,M
Dasyurus albopunctatus,619.493333333,M
Dasyurus geoffroii,1115.54,M
Dasyurus hallucatus,493.306666667,M
Dasyurus maculatus,4048.05,M
Dasyurus spartacus,892.446666667,M
Dasyurus viverrinus,1107.16333333,M
Daubentonia madagascariensis,2660.45666667,M
Deconychura longicauda,23.8,B
Deconychura stictolaema,18.5,B
Deinagkistrodon acutus,1663.0,R
Deirochelys reticularia,2234.0,R
Delanymys brooksi,4.99333333333,M
Delichon dasypus,18.0,B
Delichon nipalense,14.96,B
Delichon urbicum,14.5,B
Delma australis,4.0,R
Delma borea,5.0,R
Delma butleri,5.0,R
Delma concinna,6.0,R
Delma desmosa,4.0,R
Delma elegans,5.0,R
Delma fraseri,8.0,R
Delma grayii,7.0,R
Delma haroldi,3.0,R
Delma hebesa,4.0,R
Delma impar,5.0,R
Delma inornata,7.0,R
Delma labialis,6.0,R
Delma mitella,13.0,R
Delma molleri,6.0,R
Delma nasuta,6.0,R
Delma pax,5.0,R
Delma petersoni,7.0,R
Delma plebeia,7.0,R
Delma tealei,4.0,R
Delma tincta,4.0,R
Delma torquata,3.0,R
Delomys collinus,77.94,M
Delomys dorsalis,67.5,M
Delomys sublineatus,89.9966666667,M
Delothraupis castaneoventris,28.0,B
Delphinapterus leucas,1373880.24333,M
Delphinus capensis,80000.0,M
Delphinus delphis,79523.8966667,M
Deltamys kempi,26.4,M
Deltarhynchus flammulatus,17.2,B
Demansia angusticeps,185.0,R
Demansia calodera,148.0,R
Demansia flagellatio,112.0,R
Demansia olivacea,163.0,R
Demansia papuensis,841.0,R
Demansia psammophis,252.0,R
Demansia quaesitor,120.0,R
Demansia reticulata,148.0,R
Demansia rimicola,238.0,R
Demansia rufescens,148.0,R
Demansia shinei,151.0,R
Demansia simplex,74.0,R
Demansia torquata,159.0,R
Demansia vestigiata,392.0,R
Dendragama boulengeri,14.0,R
Dendragapus canadensis,473.65,B
Dendragapus falcipennis,685.61,B
Dendragapus fuliginosus,1047.31,B
Dendragapus obscurus,1047.31,B
Dendrelaphis andamanensis,186.0,R
Dendrelaphis ashoki,125.0,R
Dendrelaphis bifrenalis,90.0,R
Dendrelaphis biloreatus,90.0,R
Dendrelaphis calligastra,215.0,R
Dendrelaphis caudolineatus,521.0,R
Dendrelaphis caudolineolatus,328.0,R
Dendrelaphis chairecacos,162.0,R
Dendrelaphis cyanochloris,242.0,R
Dendrelaphis flavescens,211.0,R
Dendrelaphis formosus,362.0,R
Dendrelaphis fuliginosus,231.0,R
Dendrelaphis gastrostictus,156.0,R
Dendrelaphis girii,104.0,R
Dendrelaphis grandoculis,219.0,R
Dendrelaphis grismeri,116.0,R
Dendrelaphis haasi,102.0,R
Dendrelaphis hollinrakei,186.0,R
Dendrelaphis humayuni,73.0,R
Dendrelaphis inornatus,186.0,R
Dendrelaphis kopsteini,290.0,R
Dendrelaphis levitoni,231.0,R
Dendrelaphis lorentzi,71.0,R
Dendrelaphis luzonensis,448.0,R
Dendrelaphis marenae,233.0,R
Dendrelaphis modestus,247.0,R
Dendrelaphis ngansonensis,328.0,R
Dendrelaphis nigroserratus,362.0,R
Dendrelaphis oliveri,58.0,R
Dendrelaphis papuensis,133.0,R
Dendrelaphis philippinensis,184.0,R
Dendrelaphis pictus,290.0,R
Dendrelaphis punctulatus,681.0,R
Dendrelaphis salomonis,117.0,R
Dendrelaphis schokari,54.0,R
Dendrelaphis striatus,117.0,R
Dendrelaphis subocularis,160.0,R
Dendrelaphis terrificus,171.0,R
Dendrelaphis tristis,445.0,R
Dendrelaphis underwoodi,90.0,R
Dendrelaphis walli,91.0,R
Dendrexetastes rufigula,69.6,B
Dendroaspis angusticeps,2291.0,R
Dendroaspis jamesoni,2612.0,R
Dendroaspis polylepis,8222.0,R
Dendroaspis viridis,1875.0,R
Dendrobates auratus,4.84903000932,A
Dendrobates leucomelas,3.98697971957,A
Dendrobates nubeculosus,1.91134610513,A
Dendrobates tinctorius,6.55302704881,A
Dendrobates truncatus,2.86982000359,A
Dendrocincla anabatina,34.21,B
Dendrocincla fuliginosa,38.7,B
Dendrocincla homochroa,39.43,B
Dendrocincla merula,49.99,B
Dendrocincla turdina,39.0,B
Dendrocincla tyrannina,54.9,B
Dendrocitta bayleyi,101.96,B
Dendrocitta formosae,102.74,B
Dendrocitta frontalis,100.92,B
Dendrocitta leucogastra,99.2,B
Dendrocitta occipitalis,95.3,B
Dendrocitta vagabunda,100.0,B
Dendrocolaptes certhia,68.7,B
Dendrocolaptes hoffmannsi,83.0,B
Dendrocolaptes picumnus,76.6,B
Dendrocolaptes platyrostris,61.7,B
Dendrocolaptes sanctithomae,66.9,B
Dendrocopos assimilis,51.84,B
Dendrocopos atratus,46.73,B
Dendrocopos auriceps,39.92,B
Dendrocopos canicapillus,25.76,B
Dendrocopos cathpharius,30.74,B
Dendrocopos darjellensis,70.66,B
Dendrocopos dorae,19.49,B
Dendrocopos himalayensis,67.74,B
Dendrocopos hyperythrus,46.49,B
Dendrocopos kizuki,19.19,B
Dendrocopos leucopterus,67.0,B
Dendrocopos leucotos,116.8,B
Dendrocopos macei,44.93,B
Dendrocopos maculatus,24.5,B
Dendrocopos mahrattensis,34.3,B
Dendrocopos major,74.94,B
Dendrocopos medius,59.0,B
Dendrocopos minor,19.8,B
Dendrocopos moluccensis,16.15,B
Dendrocopos nanus,16.15,B
Dendrocopos noguchii,200.0,B
Dendrocopos obsoletus,21.4,B
Dendrocopos ramsayi,24.5,B
Dendrocopos syriacus,76.7,B
Dendrocopos temminckii,66.72,B
Dendrocygna arborea,1150.0,B
Dendrocygna arcuata,796.18,B
Dendrocygna autumnalis,755.3,B
Dendrocygna bicolor,756.37,B
Dendrocygna eytoni,789.99,B
Dendrocygna guttata,800.0,B
Dendrocygna javanica,519.61,B
Dendrocygna viduata,689.99,B
Dendrogale melanura,59.9966666667,M
Dendrogale murina,49.9966666667,M
Dendrohyrax arboreus,3100.36666667,M
Dendrohyrax dorsalis,3176.66333333,M
Dendrohyrax validus,2710.0,M
Dendroica adelaidae,6.94,B
Dendroica aestiva,10.8,B
Dendroica angelae,7.7,B
Dendroica caerulescens,10.14,B
Dendroica castanea,11.8,B
Dendroica cerulea,9.04,B
Dendroica chrysoparia,9.9,B
Dendroica coronata,11.94,B
Dendroica delicata,7.4,B
Dendroica discolor,7.64,B
Dendroica dominica,9.69,B
Dendroica fusca,9.74,B
Dendroica graciae,8.1,B
Dendroica kirtlandii,13.94,B
Dendroica magnolia,8.14,B
Dendroica nigrescens,8.7,B
